,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4971,0.429,-0.792,-0.332,28.015,-136.047,-7.629,3,0
4972,0.421,-0.739,-0.372,22.522,-138.794,-5.188,3,0
4973,0.426,-0.713,-0.473,5.737,-141.235,-2.136,3,0
4974,0.448,-0.725,-0.514,-5.371,-138.062,-3.296,3,0
4975,0.488,-0.714,-0.603,-10.864,-128.113,-6.348,3,0
4976,0.509,-0.69,-0.647,-8.85,-112.976,-5.188,3,0
4977,0.528,-0.684,-0.667,-5.371,-102.417,-2.258,3,0
4978,0.528,-0.66,-0.668,-1.831,-89.6,2.136,3,0
4979,0.529,-0.66,-0.67,-3.418,-83.496,4.761,3,0
4980,0.526,-0.709,-0.674,-2.136,-79.102,4.944,3,0
4981,0.535,-0.734,-0.664,7.629,-71.533,5.371,3,0
4982,0.544,-0.74,-0.655,13.489,-66.772,5.005,3,0
4983,0.556,-0.705,-0.641,12.39,-61.584,4.211,3,0
4984,0.553,-0.709,-0.634,6.653,-53.955,4.822,3,0
4985,0.515,-0.76,-0.624,-2.258,-46.143,6.531,3,0
4986,0.507,-0.78,-0.623,-6.836,-41.687,4.883,3,0
4987,0.511,-0.795,-0.62,-11.169,-34.363,1.099,3,0
4988,0.518,-0.803,-0.605,-9.705,-26.123,-1.404,3,0
4989,0.509,-0.822,-0.584,-3.418,-17.761,0.793,3,0
4990,0.497,-0.835,-0.542,0.671,-10.925,2.747,3,0
4991,0.49,-0.837,-0.53,0.305,-9.033,2.869,3,0
4992,0.485,-0.838,-0.523,-3.601,-10.376,3.174,3,0
4993,0.475,-0.851,-0.527,-6.287,-10.925,2.136,3,0
4994,0.475,-0.866,-0.517,-4.089,-7.507,1.77,3,0
4995,0.478,-0.876,-0.499,0.977,-4.028,2.686,3,0
4996,0.457,-0.848,-0.475,6.104,-2.563,4.7,3,0
4997,0.455,-0.831,-0.472,5.31,-2.869,7.08,3,0
4998,0.235,-0.857,0.278,35.278,179.81,0.732,3,0
4999,0.279,-0.846,0.314,55.237,193.97,10.132,3,0
5000,0.375,-0.726,0.364,47.852,198.12,-0.793,3,0
5001,0.418,-0.632,0.346,29.419,189.331,-13.733,3,0
5002,0.433,-0.582,0.346,-6.104,167.603,-28.198,3,0
5003,0.441,-0.522,0.372,-33.63,145.874,-25.146,3,0
5004,0.409,-0.551,0.409,-37.781,131.042,-3.113,3,0
5005,0.349,-0.644,0.484,-23.621,125.671,19.531,3,0
5006,0.257,-0.79,0.615,10.62,118.286,50.72,3,0
5007,0.227,-0.816,0.659,46.326,102.966,67.993,3,0
5008,0.224,-0.762,0.675,68.359,73.364,71.472,3,0
5009,0.244,-0.71,0.645,66.345,41.26,71.472,3,0
5010,0.25,-0.674,0.628,53.528,22.4,72.449,3,0
5011,0.196,-0.803,0.654,47.974,8.911,81.36,3,0
5012,0.182,-0.817,0.656,51.453,14.099,92.285,3,0
5013,0.105,-0.791,0.62,48.706,23.376,99.243,3,0
5014,0.086,-0.767,0.593,40.894,25.146,99.976,3,0
5015,0.013,-0.789,0.585,26.001,19.958,99.426,3,0
5016,-0.135,-1.031,0.7,37.781,18.616,98.877,3,0
5017,-0.159,-1.096,0.764,84.229,24.109,98.328,3,0
5018,-0.176,-1.036,0.835,143.982,27.954,96.252,3,0
5019,-0.155,-0.948,0.851,179.626,24.902,93.079,3,0
5020,-0.135,-0.845,0.839,218.567,11.902,82.52,3,0
5021,-0.087,-0.643,0.773,229.553,0.244,72.937,3,0
5022,-0.07,-0.575,0.737,213.867,9.827,59.326,3,0
5023,-0.16,-0.634,0.81,188.599,44.739,49.988,3,0
5024,-0.215,-0.701,0.879,170.41,70.862,54.993,3,0
5025,-0.245,-0.731,0.957,145.386,97.595,49.438,3,0
5026,-0.341,-0.614,1.079,124.023,99.121,48.584,3,0
5027,-0.321,-0.577,1.107,75.378,80.078,40.344,3,0
5028,-0.264,-0.51,1.119,42.419,65.002,29.785,3,0
5029,-0.327,-0.404,1.423,-21.606,23.56,9.46,3,0
5030,-0.363,-0.396,1.502,-93.811,18.188,12.634,3,0
5031,-0.35,-0.735,2.101,-245.056,6.409,-10.071,3,0
5032,-0.26,-0.845,1.888,-248.169,10.803,1.465,3,0
5033,-0.353,-1.194,1.673,-224.121,-4.578,7.996,3,0
5034,-0.248,-1.355,1.187,-129.7,-39.124,23.56,3,0
5035,-0.325,-1.314,0.875,-16.663,-57.922,13.0,3,0
5036,-0.071,-1.048,0.55,65.979,-66.223,0.122,3,0
5037,-0.012,-0.856,0.445,92.346,-61.462,4.883,3,0
5038,-0.005,-0.716,0.381,85.022,-48.218,16.785,3,0
5039,0.013,-0.642,0.337,45.959,-20.569,18.188,3,0
5040,0.016,-0.652,0.355,4.822,2.808,14.282,3,0
5041,-0.053,-0.794,0.506,-13.55,11.292,1.831,3,0
5042,-0.05,-0.789,0.601,-14.893,13.855,-6.836,3,0
5043,-0.066,-0.788,0.697,0.061,13.611,-13.733,3,0
5044,-0.06,-0.72,0.862,28.015,11.169,-4.272,3,0
5045,-0.083,-0.674,0.904,34.119,9.827,2.563,3,0
5046,-0.07,-0.637,0.934,26.001,8.057,4.578,3,0
5047,-0.088,-0.593,0.897,6.897,2.014,3.601,3,0
5048,-0.092,-0.583,0.834,-8.789,-5.676,2.563,3,0
5049,-0.077,-0.612,0.711,-17.09,-7.629,3.418,3,1
5050,-0.082,-0.644,0.672,-18.188,-4.883,4.15,3,0
5051,-0.093,-0.686,0.656,-14.771,-2.258,3.54,3,0
5052,-0.106,-0.784,0.667,0.671,0.061,2.93,3,0
5053,-0.095,-0.78,0.676,12.024,2.014,3.601,3,0
5054,-0.079,-0.766,0.726,11.23,5.188,1.648,3,0
5055,-0.086,-0.751,0.75,7.385,6.47,-0.916,3,0
5056,-0.088,-0.716,0.761,6.226,5.859,-1.343,3,0
5057,-0.071,-0.648,0.764,5.676,4.15,-0.488,3,0
5058,-0.065,-0.622,0.765,4.395,3.54,0.427,3,0
5059,-0.08,-0.602,0.762,1.099,3.357,1.77,3,0
5060,-0.089,-0.604,0.755,-1.953,2.747,2.197,3,0
5061,-0.099,-0.621,0.75,-5.859,1.587,2.197,3,0
5062,-0.104,-0.652,0.734,-7.324,2.014,2.197,3,0
5063,-0.115,-0.679,0.73,-5.127,2.869,3.357,3,0
5064,-0.137,-0.735,0.732,1.953,2.38,4.211,3,0
